City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country
0,Svetlyy,RU,54.675,20.1347,37.96,71,94,16.2,RU
1,Ushuaia,AR,-54.8,-68.3,47.86,61,75,17.27,AR
2,Mar Del Plata,AR,-38.0023,-57.5575,61.09,72,0,4.61,AR
3,Mayumba,GA,-3.432,10.6554,75.63,83,99,6.58,GA
4,Bathsheba,BB,13.2167,-59.5167,81.21,78,40,17.27,BB
5,Chuy,UY,-33.6971,-53.4616,54.82,66,0,6.24,UY
6,Bubaque,GW,11.2833,-15.8333,81.86,72,100,8.32,GW
7,Mehamn,NO,71.0357,27.8492,40.95,75,75,13.8,NO
8,Bredasdorp,ZA,-34.5322,20.0403,62.46,66,93,4.5,ZA
9,Vila Franca Do Campo,PT,37.7167,-25.4333,67.19,90,59,15.66,PT
10,Muleba,TZ,-1.8397,31.6544,67.78,77,89,2.84,TZ
11,Puerto Colombia,CO,10.9878,-74.9547,82.49,83,42,13.0,CO
12,Inhuma,BR,-6.6683,-41.7078,73.4,56,47,4.97,BR
13,Saint-Francois,FR,46.4154,3.9054,44.67,93,100,5.75,FR
14,Mulanje,MW,-16.0316,35.5,73.9,81,43,4.03,MW
15,Port-Gentil,GA,-0.7193,8.7815,79.09,79,100,10.25,GA
16,Monte Alegre,BR,-2.0078,-54.0692,75.45,83,41,3.6,BR
17,Lagoa,PT,39.05,-27.9833,63.77,93,55,26.84,PT
18,Saint George,US,37.1041,-113.5841,44.26,40,0,7.0,US
19,Gat,IL,31.61,34.7642,62.4,100,5,5.61,IL
20,Methoni,GR,36.8197,21.7049,59.22,71,91,11.86,GR
21,Grand-Santi,GF,4.25,-54.3833,70.95,93,91,2.73,GF
22,Bardiyah,LY,31.7561,25.0865,62.85,79,8,10.29,LY
23,Port Alfred,ZA,-33.5906,26.891,64.18,79,35,1.99,ZA
24,East London,ZA,-33.0153,27.9116,63.54,88,0,5.75,ZA
25,Jamestown,US,42.097,-79.2353,34.02,80,100,9.22,US
26,Harrismith,ZA,-28.2728,29.1295,63.52,57,71,4.81,ZA
27,Beloha,MG,-25.1667,45.05,78.73,65,49,4.97,MG
28,Gornopravdinsk,RU,60.05,69.9,2.23,92,100,7.85,RU
29,Arraial Do Cabo,BR,-22.9661,-42.0278,72.23,89,100,6.44,BR
30,Jalu,LY,29.0331,21.5482,59.29,54,21,4.97,LY
31,Pangnirtung,CA,66.1451,-65.7125,-0.72,92,98,3.31,CA
32,Victoria,HK,22.2855,114.1577,82.45,87,99,3.0,HK
33,Matara,LK,5.9485,80.5353,83.79,67,100,2.98,LK
34,Tasiilaq,GL,65.6145,-37.6368,21.85,58,96,5.79,GL
35,Manjacaze,MZ,-24.7117,33.8828,71.44,61,0,5.21,MZ
36,Bambous Virieux,MU,-20.3428,57.7575,77.22,68,40,8.05,MU
37,Lakhtar,IN,22.85,71.7833,83.44,30,2,5.79,IN
38,Khorixas,NA,-20.3667,14.9667,67.32,40,1,1.74,NA
39,Muli,MV,2.9167,73.5667,81.57,73,98,9.93,MV
40,Ponta Do Sol,PT,32.6667,-17.1,66.7,60,95,6.11,PT
41,General Roca,AR,-39.0333,-67.5833,66.61,36,25,4.5,AR
42,Yelets,RU,52.6237,38.5017,30.18,98,100,5.32,RU
43,Hithadhoo,MV,-0.6,73.0833,81.73,75,99,10.94,MV
44,Gamba,GA,-2.65,10.0,75.96,82,99,5.26,GA
45,Chicama,PE,-7.8447,-79.1469,61.34,83,93,5.17,PE
46,Axim,GH,4.8699,-2.2405,77.09,86,30,3.94,GH
47,Morant Bay,JM,17.8815,-76.4093,80.22,83,9,8.37,JM
48,Middlebury,US,44.0153,-73.1673,32.0,97,100,5.75,US
49,Kruisfontein,ZA,-34.0033,24.7314,62.89,71,26,15.64,ZA
50,Sechura,PE,-5.5569,-80.8222,64.11,85,85,12.26,PE
51,Santa Rosa,PH,14.3122,121.1114,92.1,63,22,15.35,PH
52,Longyearbyen,SJ,78.2186,15.6401,40.84,70,40,16.11,SJ
53,Muros,ES,42.7762,-9.0603,58.08,89,100,15.61,ES
54,Ambilobe,MG,-13.2,49.05,81.52,62,4,4.72,MG
55,Cape Town,ZA,-33.9258,18.4232,63.91,72,0,6.91,ZA
56,Karlovac,HR,45.4872,15.5478,54.01,87,100,1.54,HR
57,Boca Do Acre,BR,-8.7522,-67.3978,71.31,99,100,3.49,BR
58,Bengkulu,ID,-3.8004,102.2655,86.59,63,56,16.91,ID
59,Narsaq,GL,60.9167,-46.05,16.5,95,99,3.62,GL
60,Puerto Baquerizo Moreno,EC,-0.9,-89.6,68.77,79,90,11.61,EC
61,Atar,MR,20.5169,-13.0499,75.94,30,51,8.68,MR
62,Saint Anthony,US,45.0205,-93.218,32.25,94,100,3.44,US
63,Anloga,GH,5.7947,0.8973,80.22,80,16,9.33,GH
64,Betanzos,ES,43.2804,-8.2147,58.12,83,75,9.22,ES
65,Progreso,MX,21.2833,-89.6667,77.67,83,9,9.84,MX
66,Saint-Philippe,RE,-21.3585,55.7679,76.59,69,57,8.93,RE
67,Virginia Beach,US,36.8529,-75.978,66.02,85,100,8.05,US
68,Valparaiso,CL,-33.0393,-71.6273,56.84,94,1,1.14,CL
69,Itapuranga,BR,-15.5622,-49.9486,68.92,84,43,4.34,BR
70,Saldanha,ZA,-33.0117,17.9442,63.0,80,98,9.01,ZA
71,Nouadhibou,MR,20.931,-17.0347,73.81,55,0,11.83,MR
72,Taguatinga,BR,-12.3857,-46.5711,74.5,83,95,3.56,BR
73,Salalah,OM,17.0151,54.0924,80.76,46,38,2.53,OM
74,Sinnamary,GF,5.3833,-52.95,77.05,86,85,8.75,GF
75,Nouakchott,MR,18.0858,-15.9785,76.93,39,0,10.09,MR
76,Sao Joao Da Barra,BR,-21.6403,-41.0511,70.0,95,100,10.49,BR
77,Punta Arenas,CL,-53.15,-70.9167,46.51,61,40,34.52,CL
78,Souillac,MU,-20.5167,57.5167,73.78,68,40,8.05,MU
79,Upernavik,GL,72.7868,-56.1549,18.14,76,100,5.79,GL
80,Viytivka,UA,48.426,29.5429,37.87,91,88,3.09,UA
81,Ilulissat,GL,69.2167,-51.1,11.55,95,100,3.89,GL
82,Busselton,AU,-33.65,115.3333,71.49,46,100,12.59,AU
83,Mazagao,BR,-0.115,-51.2894,78.85,93,53,3.29,BR
84,Hermanus,ZA,-34.4187,19.2345,56.8,77,100,6.62,ZA
85,Sao Filipe,CV,14.8961,-24.4956,74.5,73,55,3.76,CV
86,Iqaluit,CA,63.7506,-68.5145,6.53,78,100,6.91,CA
87,Turinskaya Sloboda,RU,57.6232,64.3858,-1.3,95,92,7.38,RU
88,Torbay,CA,47.6666,-52.7314,33.76,88,40,6.91,CA
89,Ribeira Grande,PT,38.5167,-28.7,67.77,92,62,18.99,PT
90,Cockburn Town,TC,21.4612,-71.1419,81.55,77,3,18.05,TC
91,Chilca,PE,-12.5211,-76.7372,62.49,90,77,5.97,PE
92,Luba,GQ,3.4568,8.5547,79.23,77,93,2.33,GQ
93,Inhambane,MZ,-23.865,35.3833,72.41,59,0,1.45,MZ
94,Rocha,UY,-34.4833,-54.3333,55.87,57,0,5.08,UY
95,Gogrial,SS,8.5332,28.1004,73.8,37,29,4.29,SS
96,Aras,ES,42.5617,-2.356,51.76,87,0,3.44,ES
97,Camana,PE,-16.6228,-72.7111,64.96,83,100,4.85,PE
98,Uxbridge,US,42.0773,-71.6295,36.66,86,100,4.0,US
99,Ewo,CG,-0.8725,14.8206,72.27,92,100,1.5,CG
100,Requena,ES,39.4883,-1.1004,59.52,61,100,19.69,ES
101,Boueni,YT,-12.9025,45.0761,78.78,75,85,3.29,YT
102,Esil,KZ,51.9556,66.4042,19.13,89,100,12.71,KZ
103,Ovalle,CL,-30.5983,-71.2003,64.47,72,93,3.53,CL
104,Bestobe,KZ,52.4994,73.0975,25.21,77,86,23.06,KZ
105,Dahuk,IQ,36.8695,42.994,56.66,39,99,2.86,IQ
106,Qaanaaq,GL,77.484,-69.3632,-2.49,86,18,6.4,GL
107,Vestmannaeyjar,IS,63.4427,-20.2734,45.09,91,100,13.78,IS
108,Vila Velha,BR,-20.3297,-40.2925,72.95,97,100,1.07,BR
109,Nanortalik,GL,60.1432,-45.2371,24.55,81,100,10.49,GL
110,Obo,CF,5.3998,26.4869,69.19,69,75,2.91,CF
111,Palaia Fokaia,GR,37.72,23.9463,61.92,78,100,2.17,GR
112,Dikson,RU,73.5069,80.5464,-8.72,100,54,2.51,RU
113,Nuuk,GL,64.1835,-51.7216,22.87,92,100,4.0,GL
114,Horki,BY,54.2861,30.9842,32.02,86,100,10.13,BY
115,Porbandar,IN,21.6422,69.6093,83.37,48,5,5.61,IN
116,Teguldet,RU,57.3064,88.1667,32.9,97,100,11.39,RU
117,Foki,RU,56.693,54.3499,14.83,74,60,4.34,RU
118,Lebu,CL,-37.6167,-73.65,53.53,93,28,5.5,CL
119,Clyde River,CA,70.4692,-68.5914,-4.58,79,5,4.85,CA
120,Thompson,CA,55.7435,-97.8558,8.76,92,100,4.61,CA
121,Sumbe,AO,-11.2061,13.8437,72.75,81,99,2.66,AO
122,Westport,US,41.1415,-73.3579,43.75,85,100,11.99,US
123,Batticaloa,LK,7.7102,81.6924,82.22,75,97,11.14,LK
124,Calama,CL,-22.4667,-68.9333,48.69,31,0,18.41,CL
125,Kalabo,ZM,-14.97,22.6814,69.55,80,100,7.31,ZM
126,Selfoss,IS,63.9331,-20.9971,47.05,77,100,21.72,IS
127,San Cristobal,VE,7.7669,-72.225,65.48,96,80,1.97,VE
128,Antsohihy,MG,-14.8796,47.9875,81.55,59,0,2.91,MG
129,Gaoual,GN,11.75,-13.2,74.03,81,100,1.34,GN
130,Uetze,DE,52.4651,10.2047,51.33,89,75,10.36,DE
131,Cervo,ES,43.6702,-7.4101,58.37,76,100,16.58,ES
132,Batie,BF,9.8833,-2.9167,69.4,25,33,4.07,BF
133,Georgetown,MY,5.4112,100.3354,85.98,78,20,3.44,MY
134,Vardo,NO,70.3705,31.1107,39.18,87,75,18.41,NO
135,Leshukonskoye,RU,64.8989,45.7622,25.63,96,100,7.09,RU
136,Kudahuvadhoo,MV,2.6708,72.8944,80.78,77,94,10.51,MV
137,Plyussa,RU,58.4308,29.3654,32.31,84,100,5.59,RU
138,Sao Felix Do Xingu,BR,-6.6447,-51.995,72.45,98,99,0.38,BR
139,Coquimbo,CL,-29.9533,-71.3436,58.84,88,99,3.09,CL
140,Margate,GB,51.3813,1.3862,54.9,93,47,20.62,GB
141,Olafsvik,IS,64.8945,-23.7142,43.72,87,100,13.02,IS
142,Iesolo,IT,45.5331,12.6448,52.43,87,100,6.13,IT
143,Mindelo,CV,16.8901,-24.9804,71.15,78,20,11.5,CV
144,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,75.47,81,14,6.87,BR
145,Kirando,TZ,-7.4167,30.6,74.14,79,100,3.13,TZ
146,Jutai,BR,-5.1833,-68.9,72.84,99,100,1.83,BR
147,Yanam,IN,16.7333,82.2167,85.08,42,13,3.76,IN
148,Faya,SA,18.3851,42.4509,58.71,44,0,1.39,SA
149,Grand Gaube,MU,-20.0064,57.6608,77.38,50,16,5.99,MU
150,Kasane,BW,-17.8167,25.15,72.45,65,16,6.26,BW
151,Vierzon,FR,47.2101,2.0625,50.38,90,41,14.27,FR
152,Dergachi,RU,51.2328,48.7659,27.45,81,100,5.7,RU
153,Nattam,IN,10.2333,78.2333,82.85,75,87,7.99,IN
154,Pisco,PE,-13.7,-76.2167,61.99,87,51,1.79,PE
155,Santa Maria,BR,-29.6842,-53.8069,61.2,57,0,2.84,BR
156,Hamilton,US,39.1834,-84.5333,39.72,88,100,5.99,US
157,Goderich,CA,43.7501,-81.7165,30.9,95,100,21.63,CA
158,Port Elizabeth,ZA,-33.918,25.5701,69.31,63,0,5.75,ZA
159,Saint-Georges,GD,12.0564,-61.7485,78.89,83,22,12.68,GD
160,Khor,RU,47.8861,134.9464,30.49,55,99,9.75,RU
161,Ati,TD,13.2154,18.3353,70.63,22,83,10.13,TD
162,Monrovia,LR,6.3005,-10.7969,76.08,85,100,2.98,LR
163,Borba,BR,-4.3878,-59.5939,73.71,96,100,2.39,BR
164,Bonthe,SL,7.5264,-12.505,75.78,88,99,3.24,SL
165,Birnin Kebbi,NG,12.4539,4.1975,67.46,22,5,8.08,NG
166,Umm Kaddadah,SD,13.6017,26.6876,65.82,30,17,13.27,SD
167,Hanumangarh,IN,29.5833,74.3167,73.92,33,0,6.64,IN
168,Mount Pleasant,US,32.7941,-79.8626,69.98,97,100,8.01,US
169,Farkhor,TJ,37.4922,69.4036,54.07,44,75,1.1,TJ
170,Itaituba,BR,-4.2761,-55.9836,75.47,84,93,1.9,BR
171,Dhidhdhoo,MV,6.8833,73.1,81.12,77,96,6.58,MV
172,Bandarbeyla,SO,9.4942,50.8122,80.69,66,8,15.35,SO
173,Ostrovnoy,RU,68.0531,39.5131,36.84,77,100,23.22,RU
174,Cidreira,BR,-30.1811,-50.2056,63.45,70,0,7.78,BR
175,Rawson,AR,-43.3002,-65.1023,68.59,42,63,12.53,AR
176,Katav-Ivanovsk,RU,54.7531,58.1956,16.79,89,100,2.77,RU
177,Weligama,LK,5.9667,80.4167,83.57,66,100,3.27,LK
178,Clarence Town,AU,-32.5833,151.7833,68.61,55,83,8.86,AU
179,Quatre Cocos,MU,-20.2078,57.7625,77.09,66,57,8.14,MU
180,Tessalit,ML,20.1986,1.0114,68.0,21,99,4.5,ML
181,Balkhash,KZ,46.844,74.9804,32.61,80,40,22.37,KZ
182,Spas-Klepiki,RU,55.1347,40.1767,27.32,87,99,6.82,RU
183,Paamiut,GL,61.994,-49.6678,17.11,89,58,13.13,GL
184,Piranshahr,IR,36.701,45.1413,45.36,38,2,0.87,IR
185,Sapucaia,BR,-29.8333,-51.15,66.33,74,0,5.75,BR
186,Kamenka,RU,51.3223,42.7678,29.23,60,100,11.72,RU
187,Budaun,IN,28.05,79.1167,77.0,39,0,5.1,IN
188,Rosetta,EG,31.4044,30.4164,65.08,62,11,6.22,EG
189,Pemba,MZ,-12.974,40.5178,79.25,75,10,5.73,MZ
190,Abha,SA,18.2164,42.5053,58.46,35,0,1.16,SA
191,Caconda,AO,-13.7333,15.0667,62.19,78,93,2.71,AO
192,Kishanganj,IN,26.1167,87.9333,77.43,40,0,2.86,IN
193,Necochea,AR,-38.5473,-58.7368,56.59,65,0,4.47,AR
194,Oblivskaya,RU,48.5362,42.5014,27.9,68,81,7.83,RU
195,Rio Grande,BR,-32.035,-52.0986,61.45,67,0,9.57,BR
196,Damaturu,NG,11.747,11.9608,65.82,39,48,8.43,NG
197,Barcelos,PT,41.5388,-8.6151,59.14,95,100,8.39,PT
198,Hobyo,SO,5.3505,48.5268,82.06,70,63,14.16,SO
199,Comodoro Rivadavia,AR,-45.8667,-67.5,60.19,47,72,16.69,AR
200,Kumla,SE,59.1277,15.1434,41.0,70,100,12.66,SE
201,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,59.77,64,0,5.26,BR
202,Gusau,NG,12.1628,6.6614,65.37,27,22,9.71,NG
203,Staraya Poltavka,RU,50.4772,46.4814,30.51,60,100,7.14,RU
204,Satka,RU,55.0425,59.04,12.31,90,100,3.18,RU
205,Marawi,PH,7.9986,124.2928,77.49,82,100,5.53,PH
206,Dingle,PH,10.9995,122.6711,85.84,73,85,12.55,PH
207,Thurso,GB,58.5927,-3.5259,52.05,91,100,17.72,GB
208,Lasa,IT,46.6166,10.7002,40.03,99,100,0.2,IT
209,Honningsvag,NO,70.9821,25.9704,40.75,75,75,11.5,NO
210,Luderitz,NA,-26.6481,15.1594,60.57,57,7,11.01,NA
211,Agadez,NE,19.75,10.25,59.31,26,99,8.21,NE
212,Ugoofaaru,MV,5.6667,73.0,81.27,76,96,8.95,MV
213,Husavik,IS,66.0449,-17.3389,42.4,91,88,9.91,IS
214,Kemijarvi,FI,66.7131,27.4306,23.94,94,100,2.1,FI
215,Kissidougou,GN,9.1848,-10.0999,67.96,93,97,0.54,GN
216,Pavlodolskaya,RU,43.7192,44.4781,33.85,70,2,8.14,RU
217,Hofn,IS,64.2539,-15.2082,45.95,95,100,18.5,IS
218,Ocland,RO,46.1667,25.4167,39.54,73,100,1.43,RO
219,Codrington,AU,-38.2667,141.9667,55.47,61,48,14.18,AU
220,Mahebourg,MU,-20.4081,57.7,77.25,68,82,8.16,MU
221,Cap Malheureux,MU,-19.9842,57.6142,77.47,50,12,5.99,MU
222,Igarka,RU,67.4667,86.5833,-18.96,99,74,7.61,RU
223,Harper,LR,4.375,-7.7169,76.66,85,59,4.47,LR
224,Miraflores,MX,19.2167,-98.8083,58.87,68,38,2.24,MX
225,Geraldton,AU,-28.7667,114.6,75.61,64,0,19.57,AU
226,Micheweni,TZ,-4.9667,39.8333,79.43,80,4,4.97,TZ
227,Impfondo,CG,1.6381,18.0667,71.46,94,99,1.92,CG
228,Pamplona,ES,42.8169,-1.6432,50.99,84,20,4.61,ES
229,Esperantina,BR,-3.9017,-42.2336,72.64,86,18,2.71,BR
230,Jepelacio,PE,-6.1167,-76.95,64.9,99,100,1.21,PE
231,Lucapa,AO,-8.4192,20.7447,65.79,97,100,2.06,AO
232,Aksay,RU,47.26,39.87,29.25,51,51,4.0,RU
233,Ereymentau,KZ,51.6199,73.1033,21.09,84,98,23.33,KZ
234,Salinas,US,36.6777,-121.6555,57.85,61,0,3.87,US
235,Walvis Bay,NA,-22.9575,14.5053,58.08,82,0,8.46,NA
236,Umtata,ZA,-31.5889,28.7844,61.16,75,77,3.69,ZA
237,Islamkot,PK,24.6997,70.177,83.32,25,0,8.81,PK
238,Colwyn Bay,GB,53.2948,-3.7267,46.26,3,76,9.8,GB
239,Baft,IR,29.234,56.6057,52.63,34,0,2.3,IR
240,Bumba,CD,2.1833,22.4667,70.29,96,100,1.32,CD
241,Hunucma,MX,21.0167,-89.8667,78.89,93,23,4.03,MX
242,Muisne,EC,0.6,-80.0333,73.54,87,100,10.71,EC
243,Willowmore,ZA,-33.2926,23.4895,60.03,57,78,6.02,ZA
244,Santa Ana,US,33.7456,-117.8678,67.6,22,0,10.0,US
245,Ayagoz,KZ,47.9714,80.4392,34.39,79,98,21.68,KZ
246,Verkhnyaya Toyma,RU,62.2349,44.9985,19.15,65,93,4.36,RU
247,Thinadhoo,MV,0.5333,72.9333,81.63,73,100,11.01,MV
248,Mitsamiouli,KM,-11.3847,43.2844,78.49,78,99,8.01,KM
249,Krasnoselkup,RU,65.7,82.4667,-13.68,98,19,9.26,RU
250,Opuwo,NA,-18.0607,13.84,69.94,25,35,1.74,NA
251,Viedma,AR,-40.8135,-62.9967,62.71,51,33,11.01,AR
252,Nsanje,MW,-16.92,35.262,78.85,72,7,3.38,MW
253,Menongue,AO,-14.6585,17.691,64.78,80,89,3.2,AO
254,Kumluca,TR,36.3703,30.2869,59.23,50,0,5.48,TR
255,Diego De Almagro,CL,-26.3667,-70.05,59.05,59,100,0.63,CL
256,Marfino,RU,55.7028,37.3822,26.94,85,100,11.18,RU
257,Carutapera,BR,-1.195,-46.02,76.08,82,87,7.27,BR
258,Tazovskiy,RU,67.4667,78.7,-11.45,95,70,6.89,RU
259,Ust-Tsilma,RU,65.441,52.1498,12.15,92,100,6.64,RU
260,Sorland,NO,67.667,12.6934,42.66,53,25,8.48,NO
261,Richards Bay,ZA,-28.783,32.0377,70.97,72,45,3.94,ZA
262,Tira Sujanpur,IN,31.8333,76.5,69.94,33,62,2.01,IN
263,Skjervoy,NO,70.0311,20.9714,26.6,46,100,7.9,NO
264,Alta Floresta,BR,-9.8756,-56.0861,70.79,99,95,2.15,BR
265,Mafinga,TZ,-7.25,35.0667,74.97,48,60,5.37,TZ
266,Kalmanka,RU,52.8992,83.5433,36.3,84,74,18.59,RU
267,Panjab,AF,34.388,67.0233,24.12,72,12,2.93,AF
268,Touros,BR,-5.1989,-35.4608,77.14,74,4,11.68,BR
269,Dumka,IN,24.2667,87.25,78.1,37,0,7.25,IN
270,Cabedelo,BR,-6.9811,-34.8339,76.82,81,10,9.82,BR
271,Volkhov,RU,59.9258,32.3382,32.92,66,98,4.83,RU
272,Mbandaka,CD,0.0487,18.2603,70.3,96,100,1.5,CD
273,Nador,MA,35.174,-2.9287,70.05,60,0,5.75,MA
274,Havoysund,NO,70.9963,24.6622,41.23,77,100,12.01,NO
275,Klaksvik,FO,62.2266,-6.589,47.32,90,100,28.52,FO
276,Peine,DE,52.3167,10.2333,51.1,84,100,3.0,DE
277,Monastyrshchina,RU,54.3496,31.838,30.54,87,100,10.33,RU
278,Chapayevka,UA,47.4711,36.3451,39.42,78,83,7.05,UA
279,Puerto Madryn,AR,-42.7692,-65.0385,70.23,44,40,6.93,AR
280,Veraval,IN,20.9,70.3667,84.02,37,0,6.78,IN
281,Tripoli,LY,32.8752,13.1875,66.81,39,0,13.51,LY
282,Carnarvon,AU,-24.8667,113.6333,74.05,69,0,21.63,AU
283,Kirkuk,IQ,35.4681,44.3922,61.75,31,63,7.47,IQ
284,Imbituba,BR,-28.24,-48.6703,64.2,72,0,5.66,BR
285,Mancio Lima,BR,-7.6142,-72.8958,72.23,99,99,1.88,BR
286,Troitsko-Pechorsk,RU,62.7084,56.1964,-19.89,100,26,1.07,RU
287,Fereydun Kenar,IR,36.6864,52.5225,58.21,66,0,9.71,IR
288,Wielun,PL,51.221,18.5696,39.58,91,64,8.46,PL
289,Cayenne,GF,4.9333,-52.3333,73.44,100,0,0.0,GF
290,Hargeysa,SO,9.56,44.065,64.24,42,21,2.91,SO
291,Andenes,NO,69.3143,16.1194,31.98,86,0,12.66,NO
292,Carahue,CL,-38.7,-73.1667,49.35,97,16,1.79,CL
293,Padang,ID,-0.9492,100.3543,75.25,90,99,5.79,ID
294,Sitrah,BH,26.1547,50.6206,82.4,65,0,0.0,BH
295,Paita,PE,-5.0892,-81.1144,63.86,85,92,13.49,PE
296,Porto Seguro,BR,-16.4497,-39.0647,73.92,100,75,2.3,BR
297,Guantanamo,CU,20.1444,-75.2092,76.46,91,12,4.47,CU
298,Itarema,BR,-2.9248,-39.9167,76.73,78,1,14.14,BR
299,Tsiroanomandidy,MG,-18.7667,46.0333,71.2,70,83,6.91,MG
300,Sambava,MG,-14.2667,50.1667,77.63,72,7,9.22,MG
301,Marinette,US,45.1,-87.6307,32.49,93,100,8.39,US
302,Thunder Bay,CA,48.4001,-89.3168,26.71,86,100,8.48,CA
303,Castro,BR,-24.7911,-50.0119,52.09,80,0,3.87,BR
304,Gbarnga,LR,6.9956,-9.4722,69.76,99,100,2.08,LR
305,Tsabong,BW,-26.0217,22.401,73.08,33,1,5.95,BW
306,Salinopolis,BR,-0.6136,-47.3561,78.21,77,67,11.83,BR
307,Yar-Sale,RU,66.8333,70.8333,-5.82,83,66,7.9,RU
308,Ancud,CL,-41.8697,-73.8203,52.45,97,98,6.15,CL
309,Kuytun,RU,54.3419,101.5036,34.34,81,99,5.82,RU
310,Kajaani,FI,64.2273,27.7285,26.65,93,100,6.91,FI
311,Yellandu,IN,17.6,80.3333,77.52,47,27,3.58,IN
312,Bergen,NO,60.392,5.328,50.41,43,0,8.05,NO
313,Santa Elena,EC,-2.2333,-80.85,68.61,83,100,8.16,EC
314,Brae,GB,60.3964,-1.353,50.88,88,100,41.67,GB
315,Kinsale,IE,51.7075,-8.5306,42.17,93,40,3.44,IE
316,Naregal,IN,15.5833,75.8167,80.64,42,0,10.27,IN
317,Puerto Narino,CO,-3.7703,-70.3831,73.13,98,100,1.86,CO
318,Rioja,AR,-29.4111,-66.8507,80.26,36,94,7.99,AR
319,Santa Lucia,ES,27.9117,-15.5407,67.77,28,0,5.75,ES
320,Agustin Codazzi,CO,10.0341,-73.2361,71.98,89,85,4.03,CO
321,Zabol,AF,32.25,67.25,46.33,32,0,5.53,AF
322,Saint-Augustin,CA,51.226,-58.6502,18.75,84,6,7.54,CA
323,Marsh Harbour,BS,26.5412,-77.0636,78.87,74,26,5.79,BS
324,Guasdualito,VE,7.2424,-70.7324,72.54,98,88,3.56,VE
325,Saint-Pierre,RE,-21.3393,55.4781,76.68,53,20,18.41,RE
326,Rio Gallegos,AR,-51.6226,-69.2181,46.45,53,0,11.5,AR
327,Tesalia,CO,2.4859,-75.7292,67.59,94,100,2.59,CO
328,Marzuq,YE,14.4,46.4667,70.48,31,4,2.01,YE
329,Kayes,ML,14.0,-11.0,79.97,51,100,1.77,ML
330,Glarus,CH,47.0406,9.068,52.43,47,100,0.98,CH
331,Verkhnyaya Inta,RU,65.9811,60.3094,-6.86,89,39,6.91,RU
